"sar_id","reporting_institution_id","reporting_institution_name","reporting_institution_type","filing_date","activity_start_date","activity_end_date","subject_id","subject_name","subject_type","subject_national_id","subject_date_of_birth","subject_address_street","subject_address_city","subject_address_state","subject_address_postal_code","subject_address_country","transaction_id","transaction_date","transaction_amount","transaction_currency","transaction_type","money_laundering_indicators","suspicious_activity_description","investigation_status","investigation_outcome","reported_to_fiu","fiu_report_id","fiu_report_date","reporting_officer_id","reporting_officer_name","reporting_officer_contact"
"SAR20240332","BANK3041","Southern Capital Bank","bank","2025-02-26","2025-02-02","2025-02-21","SUBJ8632","Giovanni R. Romano","individual","613820947","1993-11-04","Via Roma 11","Milan","MI","20121","ITA","TXN30232","2025-02-21","13700","EUR","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited €13,700 in cash into a newly opened account, followed by transfers to various entities in Luxembourg.","pending","other","false","","","EMP3232","Marco Ricci","m.ricci@southerncapital.com"
"SAR20240333","BANK3042","Liberty Financial Bank","bank","2025-03-15","","","SUBJ8633","Helios Real Estate","company","REG-FR-9621","","Boulevard Haussmann 21","Paris","IDF","75009","FRA","TXN30233","2025-03-15","1200000","EUR","exchange","high_value,complex_transaction","Company exchanged €1.2M to CHF, then transferred funds to Swiss and Singapore-based shell entities, with rapid movement and limited business explanation.","referred","further_monitoring","true","FIU20230322","2025-03-19","EMP3233","Claire Bardot","c.bardot@libertyfinbnk.com"
"SAR20240334","BANK3043","Emerald Coast Bank","bank","2025-03-30","2025-03-09","2025-03-25","SUBJ8634","Khaled M. Al-Farsi","individual","423198705","1972-10-23","Sheikh Zayed Rd 99","Dubai","DU","00001","ARE","TXN30234","2025-03-25","38000","AED","cash_deposit","rapid_movement,new_account","Subject deposited 38,000 AED in cash into a newly opened Dubai account, with subsequent transfers to Turkey and Hong Kong.","pending","other","false","","","EMP3234","Sara Al-Mansoori","s.mansoori@emeraldcoastbnk.com"
"SAR20240335","BANK3044","Golden Gate Bank","bank","2025-04-17","","","SUBJ8635","Nova Partnership","partnership","PART-AU-1902","","501 Queen St","Brisbane","QLD","4000","AUS","TXN30235","2025-04-17","152100","AUD","exchange","layering,rapid_investment","Partnership exchanged AUD 152,100 to USD, then rapidly invested funds into a US real estate entity with limited documentation.","referred","further_monitoring","true","FIU20230323","2025-04-20","EMP3235","Richard Evans","r.evans@goldengatebnk.com"
"SAR20240336","BANK3045","Summit National Bank","bank","2025-05-03","2025-04-13","2025-04-30","SUBJ8636","Liam P. Murphy","individual","591702384","1987-08-03","14 O'Connell St","Dublin","34","D01F5P2","IRL","TXN30236","2025-04-30","23200","EUR","payment","unexplained_transfer,frequent_deposits","Subject made payments totaling €23,200 to unrelated entities in Luxembourg and Switzerland, with limited documentation.","ongoing","further_monitoring","true","FIU20230324","2025-05-07","EMP3236","Sean O'Connell","s.oconnell@summitnatbnk.com"
"SAR20240337","BANK3046","Parkside Community Bank","bank","2025-05-19","2025-04-29","2025-05-13","SUBJ8637","Mateusz Nowak","individual","510938472","1983-05-17","ul. Piotrkowska 88","Lodz","LD","90-103","POL","TXN30237","2025-05-13","3200","PLN","payment","low_value,unexplained_transfer","Subject made payments totaling 3,200 PLN to accounts in Germany and Austria, with no clear business or personal rationale.","closed","no_action","false","","","EMP3237","Katarzyna Wojcik","k.wojcik@parksidecommbnk.com"
"SAR20240338","BANK3047","Liberty Savings Bank","bank","2025-06-01","","","SUBJ8638","Golden Bridge Holdings","company","REG-HK-4129","","99 Queens Rd Central","Hong Kong","HK","00000","HKG","TXN30238","2025-06-01","428000","HKD","exchange","offshore_connection,high_value","Company exchanged HKD 428,000 to USD and transferred funds to a shell entity in Singapore, with rapid turnover and limited business documentation.","referred","prosecution","true","FIU20230325","2025-06-05","EMP3238","Kelvin Leung","k.leung@libertysvgsbnk.com"
"SAR20240339","BANK3048","Northern Trust Bank","bank","2025-06-19","2025-05-25","2025-06-15","SUBJ8639","Amira H. Khalil","individual","792314580","1994-03-28","12 Corniche St","Abu Dhabi","DU","00002","ARE","TXN30239","2025-06-14","19600","AED","wire_transfer","rapid_movement,new_account","Subject opened a new Abu Dhabi account and transferred 19,600 AED to a shell entity in Turkey, with rapid movement of funds and unclear purpose.","ongoing","further_monitoring","true","FIU20230326","2025-06-23","EMP3239","Layla Al-Shamsi","l.shamsi@northerntrustbnk.com"
"SAR20240340","BANK3049","Sunrise Savings Bank","bank","2025-07-03","2025-06-05","2025-06-28","SUBJ8640","Olivia E. Saunders","individual","901284357","1968-12-09","437 Orchard Ave","Toronto","ON","M4B 1B3","CAN","TXN30240","2025-06-28","1020","CAD","withdrawal","low_value,frequent_small_payments","Subject withdrew small sums from multiple ATMs in Toronto, totaling $1,020 CAD, with no clear employment and inconsistent transaction patterns.","closed","no_action","false","","","EMP3240","Ashley Wright","a.wright@sunrisesvgsbnk.com"
"SAR20240341","BANK3050","Pacific Coast Bank","bank","2025-07-21","","","SUBJ8641","Titan Holdings AG","company","REG-CH-1892","","Bahnhofplatz 1","Bern","BE","3011","CHE","TXN30241","2025-07-21","812500","CHF","exchange","offshore_connection,high_value","Company exchanged CHF 812,500 to USD and sent funds to a shell entity in Singapore, with limited business explanation and rapid movement.","referred","further_monitoring","true","FIU20230327","2025-07-25","EMP3241","Martin Keller","m.keller@pacificcoastbnk.com"
"SAR20240342","BANK3051","Eastern Finance Bank","bank","2025-08-09","2025-07-14","2025-08-05","SUBJ8642","Hiroshi Takeda","individual","490238175","1986-03-14","5 Chome-2 Ginza","Tokyo","TK","104-0061","JPN","TXN30242","2025-08-05","20900","JPY","payment","unexplained_transfer,frequent_deposits","Subject made payments totaling ¥20,900 to entities in Hong Kong and Singapore, with limited business documentation and rapid movement.","ongoing","further_monitoring","true","FIU20230328","2025-08-12","EMP3242","Naomi Watanabe","n.watanabe@easternfinbnk.com"
"SAR20240343","BANK3052","Central Savings Bank","bank","2025-08-26","2025-08-06","2025-08-21","SUBJ8643","Yulia V. Smirnova","individual","892370415","1952-07-30","Tverskaya ul. 18","Moscow","MOW","125009","RUS","TXN30243","2025-08-21","900","RUB","withdrawal","low_value,frequent_small_payments","Subject withdrew 900 RUB from multiple Moscow ATMs, with no clear employment and inconsistent transaction patterns.","closed","no_action","false","","","EMP3243","Olga Sokolova","o.sokolova@centralsvgsbnk.com"
"SAR20240344","BANK3053","Western Reserve Bank","bank","2025-09-14","2025-08-26","2025-09-10","SUBJ8644","Keiko Nakamura","individual","187203948","1991-10-03","1-1 Marunouchi","Tokyo","TK","100-0005","JPN","TXN30244","2025-09-10","17500","JPY","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited ¥17,500 in cash into a new Tokyo account, with subsequent withdrawals and transfers to unrelated entities.","pending","other","false","","","EMP3244","Takashi Yamamoto","t.yamamoto@westernreservebnk.com"
"SAR20240345","BANK3054","Summit Financial Bank","bank","2025-09-29","","","SUBJ8645","Aurora Trust","trust","TRUST-NZ-1903","","23 Queen St","Auckland","NSW","1010","NZL","TXN30245","2025-09-29","5837000","NZD","exchange","complex_transaction,high_value","Trust exchanged NZD 5.84M to USD and transferred funds to offshore accounts, with limited documentation and unclear business rationale.","ongoing","further_monitoring","true","FIU20230329","2025-10-02","EMP3245","James McKenzie","j.mckenzie@summitfinbnk.com"
"SAR20240346","BANK3055","Central Trust Bank","bank","2025-10-12","2025-09-20","2025-10-05","SUBJ8646","Arjun K. Sharma","individual","891203745","1992-07-14","Sector 47 DLF City","Gurgaon","DL","122002","IND","TXN30246","2025-10-05","16700","INR","payment","unexplained_transfer,frequent_deposits","Subject made payments totaling ₹16,700 to unrelated entities in Singapore and Hong Kong, with limited business documentation.","ongoing","further_monitoring","true","FIU20230330","2025-10-16","EMP3246","Manisha Patel","m.patel@centraltrustbnk.com"
"SAR20240347","BANK3056","Summit Reserve Bank","bank","2025-10-30","","","SUBJ8647","New Horizons Partnership","partnership","PART-CA-3021","","2900 Bloor St W","Toronto","ON","M8X 1A5","CAN","TXN30247","2025-10-30","183200","CAD","exchange","layering,rapid_investment","Partnership exchanged CAD 183,200 to USD, rapidly invested funds in US real estate with limited documentation.","referred","further_monitoring","true","FIU20230331","2025-11-02","EMP3247","Robert Fraser","r.fraser@summitreservebnk.com"
"SAR20240348","BANK3057","Western Pacific Bank","bank","2025-11-15","2025-10-28","2025-11-13","SUBJ8648","Elena V. Sorokin","individual","319874205","1980-06-24","Leninsky Prospekt 45","Moscow","MOW","117418","RUS","TXN30248","2025-11-13","920","RUB","withdrawal","low_value,unexplained_transfer","Subject withdrew 920 RUB from Moscow ATMs, with no clear employment and inconsistent transaction patterns.","closed","no_action","false","","","EMP3248","Dmitry Petrov","d.petrov@westernpacbnk.com"
"SAR20240349","BANK3058","Eastern Gateway Bank","bank","2025-12-01","","","SUBJ8649","Pacific Real Estate","company","REG-AU-5732","","500 Collins St","Melbourne","VIC","3000","AUS","TXN30249","2025-12-01","389000","AUD","exchange","high_value,complex_transaction","Company exchanged AUD 389,000 to USD and sent funds to Singapore-based entity, with questionable business documentation and rapid movement.","referred","prosecution","true","FIU20230332","2025-12-05","EMP3249","Sophie Turner","s.turner@easterngateway.com"
"SAR20240350","BANK3059","Northern Star Bank","bank","2025-12-17","2025-11-22","2025-12-09","SUBJ8650","Samuel P. O'Brien","individual","590718203","1975-02-15","4270 Elm St","Seattle","WA","98101","USA","TXN30250","2025-12-09","10500","USD","payment","unexplained_transfer,frequent_deposits","Subject made payments totaling $10,500 to unrelated accounts in Canada and Mexico, with funds sourced from unknown deposits.","ongoing","further_monitoring","true","FIU20230333","2025-12-20","EMP3250","Emily Foster","e.foster@northernstarbnk.com"
"SAR20240151","FI0042","Pacific First Bank","bank","2024-05-14","2024-03-30","2024-05-09","SUBJ1051","Martin G. White","individual","627543281","1974-09-17","1906 Cascade Ave","Seattle","WA","98109","USA","TXN01551","2024-05-07","87231.62","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject conducted multiple high-value wire transfers to offshore accounts over a short period, with no apparent business purpose.","ongoing","further_monitoring","true","FIU20240151","2024-05-15","EMP0151","Elizabeth Turner","elizabeth.turner@pacificfirst.com"
"SAR20240152","FI0043","Geneva Insurance AG","insurance_company","2024-05-22","2024-04-01","2024-05-17","SUBJ1052","Helvetia Trust & Co","trust","CHE-TR1052","","35 Bahnhofstrasse","Zurich","ZH","8001","CHE","TXN01552","2024-05-16","6132489","CHF","exchange","high_value,complex_transaction","Trust executed a series of high-value currency exchanges with limited documentation, indicating possible layering activities.","referred","prosecution","true","FIU20240152","2024-05-23","EMP0152","Clara Meier","clara.meier@genevainsurance.ch"
"SAR20240153","FI0044","Metro Credit Union","credit_union","2024-04-28","2024-04-16","2024-04-25","SUBJ1053","Ashley J. Foster","individual","405981734","1992-02-15","624 Oakridge Lane","Denver","CO","80203","USA","TXN01553","2024-04-24","15290.85","USD","cash_deposit","frequent_deposits,rapid_turnover","Subject made several cash deposits below reporting thresholds over two weeks, indicating structuring behavior.","pending","other","false","","","EMP0153","David Chen","david.chen@metrocu.org"
"SAR20240154","FI0045","London Brokerage PLC","brokerage","2024-05-09","2024-04-02","2024-05-06","SUBJ1054","Crown Partners Ltd","partnership","GBR-PT1054","","14 Threadneedle St","London","LDN","EC2R 8AH","GBR","TXN01554","2024-05-05","412000","GBP","wire_transfer","layering,rapid_investment","Partnership transferred large sums internationally within days of account opening, with limited business explanation.","referred","further_monitoring","true","FIU20240154","2024-05-10","EMP0154","Grace McCarthy","grace.mccarthy@londonbrokerage.co.uk"
"SAR20240155","FI0046","Global Money Services","money_service_business","2024-05-20","2024-04-05","2024-05-19","SUBJ1055","Eastern Holdings Pvt Ltd","company","IND-CM1055","","12 Connaught Place","Delhi","DL","110001","IND","TXN01555","2024-05-18","982500","INR","exchange","offshore_connection,complex_transaction","Company facilitated several high-value exchanges to foreign entities with no clear business link.","ongoing","further_monitoring","true","FIU20240155","2024-05-21","EMP0155","Amitabh Kapoor","amitabh.kapoor@globalmoney.com"
"SAR20240156","FI0047","Bayview Credit Union","credit_union","2024-05-07","2024-04-10","2024-05-05","SUBJ1056","Tanya S. Martinez","individual","829174063","1987-08-03","1097 Pinecrest Blvd","San Francisco","CA","94114","USA","TXN01556","2024-05-03","21435.25","USD","cash_deposit","frequent_deposits,unexplained_funds","Subject made regular cash deposits from multiple sources, with inconsistent explanations for origin of funds.","ongoing","further_monitoring","false","","","EMP0156","James Bennett","james.bennett@bayviewcu.org"
"SAR20240157","FI0048","Zurich Insurance Ltd","insurance_company","2024-04-15","2024-03-18","2024-04-12","SUBJ1057","Alpine Trust AG","trust","CHE-TR1057","","7 Alpenstrasse","Bern","BE","3011","CHE","TXN01557","2024-04-11","4391020","CHF","exchange","high_value,offshore_connection","Trust moved large sums through Swiss accounts with complex entity structures and foreign beneficiaries.","referred","prosecution","true","FIU20240157","2024-04-16","EMP0157","Fabian Schmid","fabian.schmid@zurichins.ch"
"SAR20240158","FI0049","Eastern Bank Ltd","bank","2024-05-11","2024-04-01","2024-05-08","SUBJ1058","Oleg Smirnov","individual","401235987","1965-06-29","22 Nevsky Prospect","St Petersburg","SPB","191025","RUS","TXN01558","2024-05-06","2317.4","RUB","payment","low_value,frequent_small_payments","Subject performed multiple small payments to unrelated parties, suspected to be smurfing for larger schemes.","closed","no_action","false","","","EMP0158","Natalia Baranova","n.baranova@easternbank.ru"
"SAR20240159","FI0050","Australia MoneyHub","money_service_business","2024-05-03","2024-04-15","2024-05-03","SUBJ1059","Tropic Finance Pty","company","AUS-CM1059","","23 Pitt Street","Sydney","NSW","2000","AUS","TXN01559","2024-05-03","350000","AUD","exchange","layering,complex_transaction","Company exchanged large AUD sums to USD and EUR for shell companies, with suspiciously rapid turnover.","ongoing","further_monitoring","true","FIU20240159","2024-05-04","EMP0159","Stacey Bartlett","s.bartlett@australiamoneyhub.com"
"SAR20240160","FI0051","New York Bank","bank","2024-04-24","2024-03-20","2024-04-20","SUBJ1060","Jessica M. Howard","individual","840512963","1990-01-05","833 Broadway","New York","NY","10003","USA","TXN01560","2024-04-19","65789.21","USD","wire_transfer","unusual_large_transfer,new_account","Subject executed a large wire transfer from a newly opened account, lacking proper transaction documentation.","ongoing","further_monitoring","true","FIU20240160","2024-04-25","EMP0160","Jonathan Brooks","j.brooks@nybank.com"
"SAR20240161","FI0052","Toronto Brokerage","brokerage","2024-05-14","2024-04-15","2024-05-09","SUBJ1061","North Maple Partners","partnership","CAN-PT1061","","541 King Street W","Toronto","ON","M5V 1M3","CAN","TXN01561","2024-05-08","208750","CAD","exchange","layering,rapid_investment","Partnership involved in rapid high-value exchanges with multiple counterparties, lacking substantive contracts.","referred","further_monitoring","true","FIU20240161","2024-05-15","EMP0161","Michael Foster","m.foster@torontobrokerage.ca"
"SAR20240162","FI0053","Hong Kong Money Exchange","money_service_business","2024-04-18","2024-03-25","2024-04-16","SUBJ1062","Pearl River Investments","company","HKG-CM1062","","48 Nathan Road","Hong Kong","HK","999077","HKG","TXN01562","2024-04-15","1150000","HKD","exchange","high_value,offshore_connection","Company conducted multi-million HKD exchanges with offshore trusts and limited documentation.","ongoing","further_monitoring","true","FIU20240162","2024-04-19","EMP0162","Rachel Chen","rachel.chen@hkmoneyexchange.hk"
"SAR20240163","FI0054","Sunshine Credit Union","credit_union","2024-05-05","2024-04-15","2024-05-03","SUBJ1063","Melissa W. Jones","individual","395827401","1988-04-24","1024 Maple Dr","Austin","TX","78701","USA","TXN01563","2024-05-02","16820.5","USD","cash_deposit","frequent_deposits,rapid_turnover","Subject made frequent cash deposits from unrelated sources, raising suspicion of structuring.","pending","other","false","","","EMP0163","Lauren Bishop","lauren.bishop@sunshinecu.org"
"SAR20240164","FI0055","Istanbul Insurance AS","insurance_company","2024-04-11","2024-03-10","2024-04-08","SUBJ1064","Anatolian Trust","trust","TUR-TR1064","","19 Taksim Square","Istanbul","IST","34433","TUR","TXN01564","2024-04-07","3840000","TRY","exchange","high_value,offshore_connection","Trust exchanged large TRY values for EUR and USD, with beneficiaries in offshore jurisdictions.","referred","prosecution","true","FIU20240164","2024-04-12","EMP0164","Kemal Demir","kemal.demir@istanbulinsurance.com"
"SAR20240165","FI0056","Polska Bank","bank","2024-05-16","2024-04-01","2024-05-13","SUBJ1065","Krzysztof Zielinski","individual","910274638","1962-11-23","7 Nowy Swiat","Warsaw","MZ","00-346","POL","TXN01565","2024-05-12","950","PLN","withdrawal","frequent_small_payments,unexplained_transfer","Subject made frequent small withdrawals, with unclear sources and destinations.","closed","no_action","false","","","EMP0165","Tomasz Nowak","t.nowak@polskabank.pl"
"SAR20240166","FI0057","Canadian Investors Bank","bank","2024-05-09","2024-03-30","2024-05-07","SUBJ1066","Maple Leaf Enterprises","company","CAN-CM1066","","184 Wellington St","Ottawa","ON","K1A 0A6","CAN","TXN01566","2024-05-06","579000","CAD","exchange","rapid_investment,offshore_connection","Company moved large sums to offshore accounts through layered exchanges, with limited business rationale.","ongoing","further_monitoring","true","FIU20240166","2024-05-10","EMP0166","Sarah Weston","sarah.weston@cibank.ca"
"SAR20240167","FI0058","Swiss Finance Ltd","other","2024-04-26","2024-03-22","2024-04-25","SUBJ1067","Helvetic Partners","company","CHE-CM1067","","56 Paradeplatz","Zurich","ZH","8001","CHE","TXN01567","2024-04-25","1195400","CHF","cash_deposit","frequent_deposits,offshore_connection","Company made multiple large cash deposits from unknown sources, with beneficiaries in offshore countries.","ongoing","further_monitoring","false","","","EMP0167","Roland Frei","roland.frei@swissfinance.ch"
"SAR20240168","FI0059","Sydney Bank Ltd","bank","2024-05-21","2024-05-01","2024-05-18","SUBJ1068","Mia K. Evans","individual","719064582","1994-07-22","81 George St","Sydney","NSW","2000","AUS","TXN01568","2024-05-16","45872.9","AUD","wire_transfer","unusual_large_transfer,new_account","Subject transferred a significant amount from a newly opened account with limited background history.","pending","other","false","","","EMP0168","Nathan Lee","nathan.lee@sydneybank.com"
"SAR20240169","FI0060","Dubai Insurance","insurance_company","2024-05-18","2024-04-02","2024-05-16","SUBJ1069","Emirates Trust","trust","ARE-TR1069","","1 Sheikh Zayed Rd","Dubai","DU","00000","ARE","TXN01569","2024-05-15","2448000","AED","exchange","high_value,complex_transaction","Trust transferred large AED sums through a series of complex transactions involving offshore entities.","referred","prosecution","true","FIU20240169","2024-05-19","EMP0169","Fatima Al Farsi","fatima.alfarsi@dubaiinsurance.ae"
"SAR20240170","FI0061","Hong Kong Brokerage","brokerage","2024-05-03","2024-04-10","2024-05-01","SUBJ1070","Jade Partners","partnership","HKG-PT1070","","22 Queen's Rd","Hong Kong","HK","999077","HKG","TXN01570","2024-04-30","210000","HKD","wire_transfer","layering,rapid_investment","Partnership transferred significant funds to overseas accounts within days of account creation.","referred","further_monitoring","true","FIU20240170","2024-05-04","EMP0170","Kevin Wong","kevin.wong@hkbrokerage.hk"
"SAR20240171","FI0062","Manhattan Bank","bank","2024-04-17","2024-03-13","2024-04-15","SUBJ1071","Harold S. Miller","individual","904217365","1966-10-30","302 Madison Ave","New York","NY","10017","USA","TXN01571","2024-04-14","980","USD","withdrawal","low_value,frequent_small_payments","Subject made multiple low-value withdrawals over consecutive days with no clear pattern.","closed","no_action","false","","","EMP0171","Vanessa Green","vanessa.green@manhattanbank.com"
"SAR20240172","FI0063","EuroBank AG","bank","2024-05-04","2024-03-31","2024-05-03","SUBJ1072","Isabelle Fournier","individual","195482673","1959-06-12","128 Rue Lafayette","Paris","IDF","75010","FRA","TXN01572","2024-05-03","1840","EUR","payment","low_value,frequent_small_payments","Subject made frequent small payments to unrelated parties, possibly to avoid detection.","closed","no_action","false","","","EMP0172","Pierre Laurent","pierre.laurent@eurobank.fr"
"SAR20240173","FI0064","Swiss Brokerage AG","brokerage","2024-05-10","2024-04-09","2024-05-08","SUBJ1073","Bern Partners AG","partnership","CHE-PT1073","","44 Bundesplatz","Bern","BE","3011","CHE","TXN01573","2024-05-07","314500","CHF","exchange","layering,rapid_investment","Partnership exchanged substantial CHF amounts with little supporting documentation.","referred","further_monitoring","true","FIU20240173","2024-05-11","EMP0173","Stefan Maurer","stefan.maurer@swissbrokerage.ch"
"SAR20240174","FI0065","Frankfurt Bank","bank","2024-05-16","2024-03-29","2024-05-13","SUBJ1074","Johannes Hecht","individual","382719405","1983-11-10","25 Mainzer Landstr","Frankfurt","HE","60329","DEU","TXN01574","2024-05-12","105350.55","EUR","wire_transfer","rapid_movement,new_account","Subject transferred over EUR 100k from a new account to an offshore entity, with limited explanation.","ongoing","further_monitoring","true","FIU20240174","2024-05-17","EMP0174","Lisa Richter","lisa.richter@frankfurtbank.de"
"SAR20240175","FI0066","Warsaw Insurance SA","insurance_company","2024-05-08","2024-03-25","2024-05-05","SUBJ1075","Polska Trust","trust","POL-TR1075","","18 Marszalkowska","Warsaw","MZ","00-676","POL","TXN01575","2024-05-04","2850000","PLN","exchange","high_value,complex_transaction","Trust exchanged over PLN 2.8M in several transactions with offshore beneficiaries.","referred","prosecution","true","FIU20240175","2024-05-09","EMP0175","Anna Wojcik","anna.wojcik@warsawinsurance.pl"
"SAR20240176","FI0067","Mumbai Money Services","money_service_business","2024-05-13","2024-04-10","2024-05-12","SUBJ1076","Arun K. Desai","individual","591732084","1996-03-20","55 Colaba Causeway","Mumbai","MH","400005","IND","TXN01576","2024-05-11","38425.9","INR","cash_deposit","frequent_deposits,unexplained_funds","Subject made several cash deposits from multiple sources, with inconsistent explanations for origin of funds.","ongoing","further_monitoring","false","","","EMP0176","Priya Singh","priya.singh@mumbaimoney.com"
"SAR20240177","FI0068","Frankfurt Brokerage GmbH","brokerage","2024-04-29","2024-03-20","2024-04-24","SUBJ1077","Euro Partners","company","DEU-CM1077","","18 Kaiserstrasse","Frankfurt","HE","60311","DEU","TXN01577","2024-04-23","845000","EUR","exchange","layering,complex_transaction","Company conducted high-value exchanges with multiple shell companies in short succession.","ongoing","further_monitoring","true","FIU20240177","2024-04-30","EMP0177","Sabine Koch","sabine.koch@frankfurtbrokerage.de"
"SAR20240178","FI0069","Paris Insurance Groupe","insurance_company","2024-05-12","2024-04-07","2024-05-10","SUBJ1078","Louvre Trust","trust","FRA-TR1078","","22 Avenue Montaigne","Paris","IDF","75008","FRA","TXN01578","2024-05-09","2890000","EUR","exchange","high_value,complex_transaction","Trust exchanged large EUR sums with offshore entities, with limited transactional background.","referred","prosecution","true","FIU20240178","2024-05-13","EMP0178","Julien Martin","julien.martin@parisinsgrp.fr"
"SAR20240179","FI0070","New York Credit Union","credit_union","2024-04-27","2024-04-10","2024-04-25","SUBJ1079","Cynthia R. Bell","individual","710238495","1992-05-18","25 West 34th St","New York","NY","10001","USA","TXN01579","2024-04-24","13875.4","USD","cash_deposit","frequent_deposits,rapid_turnover","Subject made multiple deposits just below regulatory reporting limits, indicating possible structuring.","pending","other","false","","","EMP0179","Henry Sullivan","henry.sullivan@nycu.org"
"SAR20240180","FI0071","Warsaw MoneyHub","money_service_business","2024-05-02","2024-04-01","2024-04-29","SUBJ1080","Polska Partners","company","POL-CM1080","","41 Aleje Jerozolimskie","Warsaw","MZ","00-697","POL","TXN01580","2024-04-28","370000","PLN","exchange","layering,complex_transaction","Company performed high-value currency exchanges with shell companies in offshore countries.","ongoing","further_monitoring","true","FIU20240180","2024-05-03","EMP0180","Karolina Kaczmarek","karolina.kaczmarek@warsawmoneyhub.pl"
"SAR20240181","FI0072","Bank of Istanbul","bank","2024-05-02","2024-03-28","2024-04-30","SUBJ1081","Levent Holdings","company","TUR-CM1081","","33 Levent Caddesi","Istanbul","IST","34330","TUR","TXN01581","2024-04-29","585000","TRY","exchange","offshore_connection,complex_transaction","Company exchanged substantial TRY for EUR and USD, with rapid turnover and offshore beneficiaries.","ongoing","further_monitoring","true","FIU20240181","2024-05-03","EMP0181","Mehmet Kaya","mehmet.kaya@bankofistanbul.com"
"SAR20240182","FI0073","Global Investors Bank","bank","2024-05-13","2024-04-10","2024-05-11","SUBJ1082","Sophia R. King","individual","318740652","1997-11-14","405 Market St","San Francisco","CA","94111","USA","TXN01582","2024-05-10","39650.8","USD","wire_transfer","rapid_movement,new_account","Subject transferred over $39k in a single wire transfer from a new account to an offshore entity.","ongoing","further_monitoring","true","FIU20240182","2024-05-14","EMP0182","Helen Walsh","helen.walsh@globalinvestorsbank.com"
"SAR20240183","FI0074","London MoneyHub","money_service_business","2024-04-24","2024-03-28","2024-04-23","SUBJ1083","Sterling Partners Ltd","company","GBR-CM1083","","21 Bishopsgate","London","LDN","EC2N 4AJ","GBR","TXN01583","2024-04-22","1247000","GBP","exchange","layering,complex_transaction","Company exchanged more than GBP 1.2M with offshore companies in a short time frame.","ongoing","further_monitoring","true","FIU20240183","2024-04-25","EMP0183","Samantha Wright","samantha.wright@londonmoneyhub.co.uk"
"SAR20240184","FI0075","Zurich Bank AG","bank","2024-05-17","2024-04-02","2024-05-14","SUBJ1084","Dieter Vogel","individual","774013652","1955-05-04","13 Talstrasse","Zurich","ZH","8001","CHE","TXN01584","2024-05-13","675","CHF","withdrawal","frequent_small_payments,unexplained_transfer","Subject made frequent withdrawals of small CHF amounts from different ATMs.","closed","no_action","false","","","EMP0184","Linda Keller","linda.keller@zurichbank.ch"
"SAR20240185","FI0076","Paris MoneyHub","money_service_business","2024-05-19","2024-05-01","2024-05-18","SUBJ1085","Euro Partners SAS","company","FRA-CM1085","","27 Boulevard Haussmann","Paris","IDF","75009","FRA","TXN01585","2024-05-17","209000","EUR","exchange","layering,complex_transaction","Company exchanged high-value EUR sums with offshore entities over a brief period.","ongoing","further_monitoring","true","FIU20240185","2024-05-20","EMP0185","Claire Dupont","claire.dupont@parismoneyhub.fr"
"SAR20240186","FI0077","Sydney Brokerage Ltd","brokerage","2024-05-06","2024-04-08","2024-05-05","SUBJ1086","Pacific Partners","partnership","AUS-PT1086","","18 George St","Sydney","NSW","2000","AUS","TXN01586","2024-05-04","142500","AUD","exchange","layering,rapid_investment","Partnership performed rapid high-value exchanges with limited documentation.","referred","further_monitoring","true","FIU20240186","2024-05-07","EMP0186","Oliver Mason","oliver.mason@sydneybrokerage.com"
"SAR20240187","FI0078","Moscow Bank","bank","2024-04-19","2024-03-12","2024-04-17","SUBJ1087","Vladimir Ivanov","individual","482109637","1953-03-18","13 Tverskaya St","Moscow","MOW","125009","RUS","TXN01587","2024-04-16","450","RUB","withdrawal","low_value,frequent_small_payments","Subject made multiple withdrawals of small RUB amounts from different ATMs in Moscow.","closed","no_action","false","","","EMP0187","Ekaterina Sokolova","e.sokolova@moscowbank.ru"
"SAR20240188","FI0079","San Francisco Bank","bank","2024-05-08","2024-03-26","2024-05-06","SUBJ1088","Olivia M. Parker","individual","728103649","1993-02-27","1710 Pacific Ave","San Francisco","CA","94109","USA","TXN01588","2024-05-05","31205.3","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject transferred over $31k by wire from a new account, with limited business justification.","ongoing","further_monitoring","true","FIU20240188","2024-05-09","EMP0188","Robert Lee","robert.lee@sfbank.com"
"SAR20240189","FI0080","Global Brokerage PLC","brokerage","2024-05-15","2024-04-14","2024-05-13","SUBJ1089","Atlantic Partners","partnership","GBR-PT1089","","17 Finsbury Circus","London","LDN","EC2M 7EB","GBR","TXN01589","2024-05-12","378500","GBP","exchange","layering,rapid_investment","Partnership exchanged large GBP sums with limited supporting documentation and rapid activity.","referred","further_monitoring","true","FIU20240189","2024-05-16","EMP0189","Emily Clarke","emily.clarke@globalbrokerage.co.uk"
